Some weights of ViTModel were not initialized from the model checkpoint at google/vit-base-patch16-224 and are newly initialized: ['vit.pooler.dense.bias', 'vit.pooler.dense.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Extracting object features...
video: P_03, start frame:389, end frame:3086, actions: ['dental floss'], selected frames:16, block number: 0
video: P_05, start frame:15824, end frame:19030, actions: ['washing hands/face'], selected frames:16, block number: 31
video: P_05, start frame:15824, end frame:19030, actions: ['washing hands/face'], selected frames:16, block number: 32
video: P_05, start frame:15824, end frame:19030, actions: ['washing hands/face'], selected frames:16, block number: 33
video: P_05, start frame:15824, end frame:19030, actions: ['washing hands/face'], selected frames:16, block number: 34
video: P_05, start frame:15824, end frame:19030, actions: ['washing hands/face'], selected frames:16, block number: 35
video: P_05, start frame:15824, end frame:19030, actions: ['washing hands/face'], selected frames:16, block number: 36
video: P_05, start frame:15824, end frame:19030, actions: ['washing hands/face'], selected frames:16, block number: 37
video: P_05, start frame:15824, end frame:19030, actions: ['washing hands/face'], selected frames:16, block number: 38
video: P_05, start frame:15824, end frame:19030, actions: ['washing hands/face'], selected frames:16, block number: 39
video: P_05, start frame:19030, end frame:19630, actions: ['drying hands/face'], selected frames:16, block number: 0
video: P_05, start frame:19030, end frame:19630, actions: ['drying hands/face'], selected frames:16, block number: 1
video: P_05, start frame:19030, end frame:19630, actions: ['drying hands/face'], selected frames:16, block number: 2
video: P_05, start frame:19030, end frame:19630, actions: ['drying hands/face'], selected frames:16, block number: 3
video: P_05, start frame:19030, end frame:19630, actions: ['drying hands/face'], selected frames:16, block number: 4
video: P_05, start frame:19030, end frame:19630, actions: ['drying hands/face'], selected frames:16, block number: 5
video: P_05, start frame:19030, end frame:19630, actions: ['drying hands/face'], selected frames:16, block number: 6
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 0
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 1
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 2
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 3
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 4
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 5
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 6
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 7
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 8
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 9
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 10
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 11
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 12
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 13
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 14
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 15
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 16
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 17
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 18
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 19
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 20
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 21
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 22
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 23
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 24
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 25
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 26
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 27
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 28
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 29
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 30
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 31
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 32
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 33
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 34
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 35
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 36
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 37
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 38
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 39
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 40
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 41
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 42
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 43
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 44
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 45
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 46
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 47
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 48
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 49
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 50
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 51
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 52
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 53
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 54
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 55
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 56
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 57
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 58
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 59
video: P_05, start frame:19630, end frame:24545, actions: ['brushing teeth'], selected frames:16, block number: 60
video: P_05, start frame:24545, end frame:25084, actions: ['washing hands/face'], selected frames:16, block number: 0
video: P_05, start frame:24545, end frame:25084, actions: ['washing hands/face'], selected frames:16, block number: 1
video: P_05, start frame:24545, end frame:25084, actions: ['washing hands/face'], selected frames:16, block number: 2
video: P_05, start frame:24545, end frame:25084, actions: ['washing hands/face'], selected frames:16, block number: 3
video: P_05, start frame:24545, end frame:25084, actions: ['washing hands/face'], selected frames:16, block number: 4
video: P_05, start frame:24545, end frame:25084, actions: ['washing hands/face'], selected frames:16, block number: 5
video: P_05, start frame:25084, end frame:25414, actions: ['drying hands/face'], selected frames:16, block number: 0
video: P_05, start frame:25084, end frame:25414, actions: ['drying hands/face'], selected frames:16, block number: 1
video: P_05, start frame:25084, end frame:25414, actions: ['drying hands/face'], selected frames:16, block number: 2
video: P_05, start frame:25084, end frame:25414, actions: ['drying hands/face'], selected frames:16, block number: 3
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 0
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 1
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 2
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 3
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 4
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 5
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 6
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 7
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 8
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 9
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 10
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 11
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 12
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 13
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 14
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 15
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 16
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 17
video: P_05, start frame:26013, end frame:27602, actions: ['drinking water/bottle'], selected frames:16, block number: 18
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 0
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 1
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 2
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 3
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 4
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 5
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 6
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 7
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 8
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 9
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 10
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 11
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 12
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 13
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 14
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 15
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 16
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 17
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 18
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 19
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 20
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 21
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 22
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 23
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 24
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 25
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 26
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 27
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 28
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 29
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 30
video: P_05, start frame:28171, end frame:30749, actions: ['making tea'], selected frames:16, block number: 31
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 0
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 1
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 2
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 3
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 4
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 5
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 6
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 7
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 8
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 9
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 10
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 11
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 12
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 13
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 14
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 15
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 16
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 17
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 18
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 19
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 20
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 21
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 22
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 23
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 24
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 25
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 26
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 27
video: P_05, start frame:31078, end frame:33416, actions: ['using cell'], selected frames:16, block number: 28
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 0
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 1
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 2
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 3
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 4
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 5
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 6
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 7
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 8
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 9
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 10
video: P_05, start frame:34705, end frame:35664, actions: ['combing hair'], selected frames:16, block number: 11
video: P_05, start frame:36233, end frame:36653, actions: ['adjusting thermostat'], selected frames:16, block number: 0
video: P_05, start frame:36233, end frame:36653, actions: ['adjusting thermostat'], selected frames:16, block number: 1
video: P_05, start frame:36233, end frame:36653, actions: ['adjusting thermostat'], selected frames:16, block number: 2
video: P_05, start frame:36233, end frame:36653, actions: ['adjusting thermostat'], selected frames:16, block number: 3
video: P_05, start frame:36233, end frame:36653, actions: ['adjusting thermostat'], selected frames:16, block number: 4
video: P_05, start frame:37432, end frame:37971, actions: ['making cold food/snack'], selected frames:16, block number: 0
video: P_05, start frame:37432, end frame:37971, actions: ['making cold food/snack'], selected frames:16, block number: 1
video: P_05, start frame:37432, end frame:37971, actions: ['making cold food/snack'], selected frames:16, block number: 2
video: P_05, start frame:37432, end frame:37971, actions: ['making cold food/snack'], selected frames:16, block number: 3
video: P_05, start frame:37432, end frame:37971, actions: ['making cold food/snack'], selected frames:16, block number: 4
video: P_05, start frame:37432, end frame:37971, actions: ['making cold food/snack'], selected frames:16, block number: 5
video: P_05, start frame:37971, end frame:38691, actions: ['eating food/snack'], selected frames:16, block number: 0
video: P_05, start frame:37971, end frame:38691, actions: ['eating food/snack'], selected frames:16, block number: 1
video: P_05, start frame:37971, end frame:38691, actions: ['eating food/snack'], selected frames:16, block number: 2
video: P_05, start frame:37971, end frame:38691, actions: ['eating food/snack'], selected frames:16, block number: 3
video: P_05, start frame:37971, end frame:38691, actions: ['eating food/snack'], selected frames:16, block number: 4
video: P_05, start frame:37971, end frame:38691, actions: ['eating food/snack'], selected frames:16, block number: 5
video: P_05, start frame:37971, end frame:38691, actions: ['eating food/snack'], selected frames:16, block number: 6
video: P_05, start frame:37971, end frame:38691, actions: ['eating food/snack'], selected frames:16, block number: 7
video: P_05, start frame:37971, end frame:38691, actions: ['eating food/snack'], selected frames:16, block number: 8
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 0
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 1
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 2
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 3
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 4
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 5
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 6
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 7
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 8
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 9
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 10
video: P_05, start frame:38751, end frame:39770, actions: ['mopping in kitchen'], selected frames:16, block number: 11
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 0
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 1
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 2
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 3
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 4
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 5
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 6
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 7
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 8
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 9
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 10
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 11
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 12
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 13
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 14
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 15
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 16
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 17
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 18
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 19
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 20
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 21
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 22
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 23
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 24
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 25
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 26
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 27
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 28
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 29
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 30
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 31
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 32
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 33
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 34
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 35
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 36
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 37
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 38
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 39
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 40
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 41
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 42
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 43
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 44
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 45
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 46
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 47
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 48
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 49
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 50
video: P_05, start frame:39979, end frame:44205, actions: ['putting on shoes/sucks'], selected frames:16, block number: 51
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 0
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 1
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 2
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 3
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 4
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 5
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 6
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 7
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 8
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 9
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 10
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 11
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 12
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 13
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 14
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 15
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 16
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 17
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 18
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 19
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 20
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 21
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 22
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 23
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 24
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 25
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 26
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 27
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 28
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 29
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 30
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 31
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 32
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 33
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 34
video: P_06, start frame:29, end frame:5244, actions: ['making cold food/snack'], selected frames:16, block number: 35
